,id,date,title,text
28095,ESMA_PR_1210,2017-07-13,ESMA consults on certain aspects of the MiFID II suitability requirements," The suitability requirements were introduced under MiFID to enhance investor protection by ensuring that firms which provide investment advice and portfolio management act in the clients’ best interests. Suitability has to be assessed against clients’ knowledge and experience, financial situation and investment objectives. In order to achieve this, investment firms have to obtain the necessary information from clients. While the objectives of the suitability assessment under MiFID I remain unchanged under MiFID II, the obligations have been strengthened and specified further under the new legislative framework by including the following requirements: an explicit reference to the fact that the use of electronic systems shall not reduce the responsibility of firms; further details on conduct rules for firms providing a periodic assessment of the suitability; the requirement for firms performing a suitability assessment to assess, taking into account costs and complexity, whether equivalent products can meet client’s needs; the requirement for firms to analyse the costs and benefits of switching from one investment to another one; the extension of suitability requirements to structured deposits; and the requirement for firms to provide clients with a suitability report prior to the conclusion of the recommended transaction. Proposed Guidelines on certain aspects of the MiFID II suitability requirements The Consultation Paper includes proposals on the draft guidelines which confirm and broaden the existing guidelines, issued in 2012, in order to: consider recent technological developments of the advisory market, including the increasing use of robo-advice, i.e. automated or semi-automated systems for the provision of investment advice or portfolio management; give relevance to the results of supervisory activities conducted by national competent authorities (NCAs) on the suitability requirements; incorporate some insights of studies in the area of behavioural finance; and provide additional details on some aspects that were already covered under the ESMA’s 2012 guidelines. Next Steps The consultation closes on 13 October 2017. ESMA will consider the feedback it receives to the consultation in Q4 2017/Q1 2018 and expects to publish a final report in Q1/Q2 2018.                  "
28401,ESMA_NEWS_1559,2016-01-26,"The Joint Board of Appeal of the ESAs decides on Kluge, Belyaev, Radio Elektroniks OÜ and Dyakov appeal against the EBA", The Board of Appeal decided it does not have any jurisdiction with respect to the party’s appeal to challenge a decision by the EBA not to commence an investigation.
27212,ESMA_NEWS_0294,2020-09-25,ESMA consults on Fees for Benchmarks Administrators, The aim of the Consultation Paper is to advise the European Commission (EC) on fees to be paid by the benchmark administrators that will be supervised by ESMA starting in January 2022. The Consultation Paper contains ESMA’s first proposal for BMR fees to be paid by third country administrators under the recognition regime and by administrators of a critical benchmark. The Paper distinguishes between: one-off recognition fee to be paid by third country administrators applying for recognition; one-off authorisation fee to be paid by administrators of critical benchmarks applying for authorisation; annual supervisory fee to be paid by third country administrators; and annual supervisory fee to be paid by administrators of a critical benchmark.   Next steps The closing date for responses is 6 November 2020. ESMA will consider the responses to this consultation with a view to providing Technical Advice to the EC and aims to publish its final report in January 2021.
28199,ESMA_NEWS_1328,2017-02-03,ESMA publishes Practical Guide to national rules across EEA on major holdings notifications under Transparency Directive," The Transparency Directive requires investors to notify issuers when they acquire or dispose of shares admitted to trading on regulated markets, resulting in their total voting rights crossing certain set thresholds. As a minimum harmonisation directive, the Transparency Directive allows EEA countries some discretion as to how they transpose the rules into national law. Therefore, ESMA has prepared this Practical Guide, in close cooperation with national regulators, to help market participants identify their notification obligations under national law in accordance with the Transparency Directive. The first part of the Practical Guide contains a fact sheet for each EEA country (with the exception of Lichtenstein) setting out the national requirements in relation to notification of major holdings along with links to the relevant websites. The second part presents information on rules and practices in a series of tables, enabling market participants to compare rules across different jurisdictions. ESMA has created the Practical Guide based on information provided by national regulators and market participants should address any queries regarding specific content directly to the relevant regulator of the country concerned. ESMA will update the Practical Guide on an ad hoc basis, based on changes to national rules and practices. "
28361,ESMA_NEWS_1513,2016-04-04,ESMA updates its EMIR Q&A," The updated document includes a new Q&A regarding the population of the “Clearing obligation” field in the trade reports. In particular, this Q&A explains how the description of the field should be interpreted, how it should be populated during the frontloading period and how long the counterparties are allowed to report value “X” (standing for “not available”)."
29338,ESMA_NEWS_0955,2016-12-21,ESMA proposes new digital format for issuers’ financial reporting," The digital format will allow users such as investors, analysts and auditors to carry out software supported analysis and comparison of large amounts of financial information. Access to annual financial reports for both professional and retail investors is essential for creating robust capital markets across the EU. Steven Maijoor, ESMA Chair, said “Financial reports are crucial for a full understanding of a company’s situation and moving to electronic reporting will facilitate analysis, comparability and accessibility of issuers’ financial statements. ""We believe that the vast pool of free, structured financial information that will emerge once electronic reporting starts will trigger technological innovation. The Inline XBRL format has the potential to bring financial reporting into the digital age.” The main conclusions in ESMA’s statement are: Issuers must prepare their annual financial reports in the human readable XHTML (Extensible Hyper Text Markup Language) format, which can be read by standard browsers without the need for specialised tools; Only where annual financial reports contain IFRS consolidated financial statements must issuers label this information using XBRL (Extensible Business Reporting Language), which is machine-readable. The XBRL data is embedded directly into the XHTML document through the Inline XBRL format. ESMA may extend mandatory labelling of information using XBRL to other parts of the annual financial report or to financial statements prepared under third country GAAP at a later stage; and The IFRS Foundation’s Taxonomy should be used to transfer financial information into structured data for the electronic reporting of IFRS financial statements. ESMA will focus on developing the detailed technical rules, field test its proposed solution and afterwards submit the technical standard to the European Commission for endorsement around year-end 2017."
29064,ESMA_NEWS_0663,2018-02-22,"Verena Ross, ESMA’s Executive Director, speaks at ECON scrutiny on Short-Selling Regulation "," The ECON scrutiny session dealt with ESMA’s Technical Advice on the evaluation of certain elements of the Short Selling Regulation (SSR) of 21 December 2017. In her opening statement, Ms Ross explained the three main areas of ESMA’s SSR advice: the exemption for market making activities and the definition of market making activities; the procedure for imposing short-term restrictions on short-selling; and the method of notification and disclosure of net short positions. A recording of the full scrutiny slot should be available on the European Parliament’s website."
27871,ESMA_NEWS_0979,2018-06-22,ESMA clarifies CCPs’ liquidity risk assessment under EMIR ," The opinion, published under the European Markets Infrastructure Regulation (EMIR), outlines how CCPs should assess liquidity risk, and by so doing promotes convergent risk management practices and risk control across EU. This opinion outlines the assessment of the liquidity risk posed by liquidity providers regardless whether or not these being a clearing member. ESMA clarifies that CCPs should include, in the measurement of their liquidity needs, the default of their top two clearing members in all their capacities vis-à-vis the CCP, in addition to assessing in their stress testing scenarios all entities towards which the CCP has a liquidity exposure. ESMA’s opinion is addressed to competent authorities responsible for CCP supervision."
28919,ESMA_NEWS_0511,2018-09-26,ESMA updates Q&A on MiFIR data reporting," The updated Q&As document includes the following two new Q&As: FX Swaps reporting: the Q&A includes reference data and transaction reporting scenarios where an FX swap is reported as a single stand-alone financial instrument. This specific Q&A should be implemented in 6 months after its publication. To ensure a consistent approach across reporting requirements, ESMA is also publishing today a Q&A on FX swap reporting under EMIR, which is expected to be implemented 12 months after its publication due to the higher operational complexities, related to the reporting of post-trade events and UTI exchange. Interest Rate Swaps reporting: the Q&A includes reference data and transaction reporting scenarios involving Interest Rate Swaps. Given its impact on the ISIN creation process, this Q&A is envisaged to apply 6 months after the publication date. Issuance of new ISINs as per the Q&A is only expected for the new instruments that must be reported to FIRDS for the first time on implementation date and going forward. The ISINs reported under the requirements of Article 27 of MiFIR that were issued prior to the implementation date of this Q&A and are still live on the implementation date should not be terminated in FIRDS. Reference data Fields 8-11: the Q&A clarifies how trading venues or SIs should populate Fields 8-11 in the reports submitted under Article 4 MAR and Article 27 MiFIR. The updated Q&A also include an amendment to the existing Q&A 1 on Total issued nominal amount (MiFIR Q&A Section 11. Field 14 and Field 17). The purpose of these Q&As is to promote common supervisory approaches and practices in the application of MiFIR. It provides guidance to Investment Firms, Trading Venues, ARMs and Systematic Internalisers on compliance with the reporting provisions of MiFIR. ESMA will continue to develop these Q&As and will review and update them where required."
27233,ESMA_NEWS_0316,2020-08-31,ESMA publishes list of thresholds for shareholder identification," The document contains information provided by national competent authorities setting out: national thresholds for shareholder identification in Member States that have established such a threshold; relevant national legislation and rules; and indication of Member States where the revised Shareholder Rights Directive (SRDII) has not yet been transposed into national law. ESMA drafted this document to enhance transparency around the regimes adopted across the EU. The revised SRDII requires Member States to ensure that companies have the right to identify their shareholders. Member States may provide for companies having a registered office on their territory to be only allowed to request the identification of shareholders holding more than a certain percentage of shares or voting rights. Such a percentage shall not exceed 0,5 %. Next steps When ESMA receives notifications from Member States that information reflected in the document has changed, the document will be updated and republished on the website. However, there may be a small delay in making such updates. If any discrepancy is identified between the information in the document and legislation or rules published at national level, priority should therefore be given to the latter."
29456,ESMA_NEWS_1094,2016-04-26,ESMA publishes response to Commission Green Paper on Retail Financial Services," In the response, ESMA conveys its views on a number of topics covered in the Green Paper which are considered relevant to ESMA as well as on ESMA’s activities and their contribution to the objective of ensuring providers and customers of retail financial products make better use of the Single Market. This response should be considered in the broader context of ESMA’s response to the European Commission’s Capital Markets Union Green Paper."
15907,SRB_NEWS_0177,2015-12-18,"Financial Stability – new EU Agency ""Single Resolution Board"" holds its first Plenary Meeting in Brussels officially establishing second pillar of European Banking Union","Today, the Single Resolution Board (SRB) held its first Plenary Meeting which was attended by the representatives of all National Resolution Authorities of the Eurozone Member States as well as the Observers of the European Commission and the European Central Bank (ECB). The SRB, next to the ECB's Single Supervisory Mechanism (SSM), is the second pillar of the Banking Union and will contribute to re-establishing a fully functioning financial market by implementing credible resolution planning and by removing obstacles to resolution. The SRB will use its powers to resolve failing banks in an orderly fashion at minimum - or ideally no - cost to the real economy and the taxpayers."
15716,SRB_NEWS_0049,2017-12-12,"Single Resolution Board holds its second conference in Brussels  ""Building resolvability together""","  Brussels – 29 September 2017 Today, the Single Resolution Board (SRB) is holding its second conference in Brussels under the theme ""Building resolvability together”. The SRB’s focus is on making banks easier to resolve, counting on and fostering a strong cooperation with all its stakeholders. Since the financial crisis much has happened: banks are stronger, safer and less leveraged today. But more progress still remains to be made by banks, enhancing their preparedness for resolution, and by the authorities developing and enhancing Resolution Plans, setting minimum requirement for own funds and eligible liabilities (MREL) and more generally addressing barriers to resolution. This work will require seamless cooperation across all stakeholders. “The Single Resolution Board, together with the National Resolution Authorities of the Banking Union, focuses on resolution planning and preparation with a forward-looking mindset to avoid the potential negative impact of a bank failure on the economy and on financial stability. 2017 has seen the first experience with the resolution framework. It clearly proved its functioning, but work on resolvability is a multi-year project for all and the lessons-learned will feed into future work.” - Elke König, Chair of the Single Resolution BoardThe conference features opening addresses and keynotes from:Valdis Dombrovskis, Vice-President of the European Commission responsible for the Euro and Social Dialogue, also in charge of Financial Stability, Financial Services and the Capital Markets Union, speaking on the future of resolution and the Banking Union : ""We created the Single Resolution Mechanism as the second pillar of the Banking Union in the midst of crisis with ambitious aims: reducing the bank-sovereign feedback loop, protecting financial stability, and making sure that taxpayers are not first in line to foot the bill for the banking sector's mistakes. This year - as it was put to the test – we saw that the SRM is working. But work still remains before we have fully achieved its objectives. We need to implement what we have agreed, further reduce risks in the banking system, and complete the Banking Union. This is one of the most important short-term actions if we want to move on with the deepening of Europe's Economic and Monetary Union.""Klaas Knot, President of De Nederlandsche Bank, speaking on the need for a safety net: “We need to tackle the issue of funding in resolution. New instruments may be needed”. Sir Jon Cunliffe, Deputy Governor for Financial Stability, Bank of England, speaking on resolution feasibility: “There are in place now credible options, other than insolvency or bailout, that ensure that bank shareholders and creditors will bear losses if a bank fails”.Martin J. Gruenberg, Chairman, U.S. Federal Deposit Insurance Corporation, speaking on building resolvability for globally systemic important banks: “Tackling the issue of resolving a systemically important financial institution requires the commitment of all of the groups represented here today on a global scale. Together, we are building a solid foundation to address this critically important issue.  More work remains to be done, but we shouldn’t lose sight of how far we have come.” The Conference also features panel discussions with the industry, regulators and supervisors focused on the promises of the Banking Union, the future of resolution and international challenges to overcome.  The conclusions of the Single Resolution Board's second conference will be available as a report to be published in the course of next month.To follow the event through web-stream, download the agenda, or learn more, go to the conference homepage. You can also follow the online conversation on Twitter through #SRB2017.More information:BANK RECOVERY AND RESOLUTION DIRECTIVE (BRRD) 2014/59/EU OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL of 15 May 2014 establishing a framework for the recovery and resolution of credit institutions and investment firmsSINGLE RESOLUTION MECHANISM REGULATION (SRMR) (EU) No 806/2014 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL of 15 July 2014 establishing uniform rules and a uniform procedure for the resolution of credit institutions and certain investment firms in the framework of a Single Resolution Mechanism and a Single Resolution FundAbout the Single Resolution Board The Single Resolution Board (SRB) is the central resolution authority within the Banking Union (BU). Together with the national resolution authorities of participating Member States it forms the Single Resolution Mechanism (SRM). The SRB works closely with the European Commission (EC), the European Central Bank (ECB), the European Banking Authority (EBA) and national competent authorities (NCAs). Its mission is to ensure an orderly resolution of failing banks with minimum impact on the real economy and public finances of the participating Member States and beyond.Contact details: Camille De Rede –  Communication OfficerCamille.De-Rede@srb.europa.euPhone number: +32 2 490 3530Switchboard: +32 2 490 3000Mobile phone: +32 477 028 530 Maria Hormaeche Lazcano - Seconded National ExpertMaria.HORMAECHE-LAZCANO@srb.europa.euPhone number: +32 2 490 3702Switchboard: +32 2 490 3000Mobile phone: +32 477 028 702Website: https://srb.europa.eu/Twitter: @EU_SRB "
15737,SRB_NEWS_0002,2020-07-10,Brexit: get ready for changes,"Over the past few months, there has been an understandable focus on dealing with the effects of the Covid-19 outbreak on our economies. However, we should not forget some of the other challenges facing the European financial sector, among them the fact that the United Kingdom will leave the European Union at the end of the year.Yesterday, the European Commission published its Brexit readiness communication, calling on banks, investment firms and other financial sector actors to consider how this will affect their business and to take all the necessary steps to prepare.The SRB is monitoring the situation closely with the European Central Bank, the European Commission and other financial stability partners. We also work closely with the Bank of England, and look forward to continuing our fruitful cooperation.The SRB has been working with the banks under its remit to prepare for this scenario for some time, and published its Brexit expectations document in November 2018. This document covers MREL eligibility, internal loss absorbency, operational continuity, access to FMIs and other matters. We communicated our expectations on an individual basis to banks. The SRB put a particular emphasis on issuances under UK law, raising awareness that they may become non-eligible for MREL.The SRB’s Expectations for Banks document and the recently published MREL policy under the Banking Package also lay out measures applying to third countries, which will apply to the UK from 1 January 2021. This includes adding relevant clauses to contracts governed by third country law to ensure eligibility for MREL, enhance cross-border recognition of resolution actions or support operational continuity in resolution.As previously stated, the 2020 resolution planning cycle will take the impact of Brexit and the end of the transition period into account while continuing to make progress towards all banks being resolvable. What is clear is that there has been a significant lead-in time for Brexit and the SRB has been transparent on what we expect from banks. The time of uncertainty is now over. Banks should use the remaining time to be fully prepared."
12858,EIT_NEWS_0827,2018-11-20,EIT InnoEnergy MSc Alumni's company expands internationally," The company aims to improve the lives of those without reliable access to energy   With a smart concept of a lamp that can be assembled by anyone anywhere, EIT InnoEnergy MSc SELECT alumni Govinda Upadhyay's company, LEDsafari, has been expanding internationally and has now reached 40 countries. Govinda won the 2015 EIT CHANGE Award for his design of a simple and affordable solar LED lamp, after completing the EIT InnoEnergy MSc programme in 2012. The idea then became a start-up when he founded his own ed-tech company, LEDsafari, in 2016.    A true believer in the importance of networking, Govinda shared how he was able to get the idea off the ground in the first place. 'The EIT InnoEnergy programme and network is what really helped me develop my idea and turn it into a business. And I’m still tapping into this network – and always will. Excellent contacts and support are vital to succeed in business.' And now the multi-award winner (including Forbes 30Under30, Asia21 Young leaders, BITSAA’s 30 under 30, and the recent Prestigious Ambassador Award from the Swiss government) shares what’s new with this growing company. New products 'LEDsafari is evolving fast' Govinda explained. 'We are moving towards online training for staff of solar companies working in emerging economies. We realised that we need more trained people in the solar sector, especially in emerging economies. And this is how we can fill that gap.'  With an upgraded online training platform that offers new courses for solar companies and organisations to train their staff, LEDsafari is doing their part to help the planet go solar. 'Also new, our plug and play IoT sensor technology that makes it easy to do remote monitoring of solar devices. It is reliable, works with the 2G network (so no need for internet), and predicts possible faults in the solar panel. This will create efficiency in solar operations and hopefully bring more jobs and growth to the solar sector.'  Govinda shows a perfect example of these two technologies working together with their new SmartHelio products launched at InterSolar Munich and Brazil – with many companies showing interest in this B2B platform. 'Using online training and sensors, we will manage solar companies’ staff and solar devices. Our goal is to become the gold standard for training on these skills.' He added, 'It is essential to go to conferences and exhibitions. That’s why we are travelling all over the world to promote this simple and powerful new technology.' Community Outreach Always thinking on how to improve the lives of those without reliable access to energy (and teaching sustainability principles to those WITH reliable access), LEDsafari has continuously worked towards enabling communities to create their own healthy light source – which was the very goal of his original project-turned-business-idea. 'We have developed an innovative pedagogical way to teach students about electrical concepts, design process and sustainability using the process of making a simple and inexpensive solar LED lamp. We now have over ten different types of simple DIY solar kits for the schools and children.' LEDsafari has expanded its outreach program to 40 countries now, with new partners in Bali (Indonesia), Leh (India), Haiti, Ghana and Guatemala. 'We have impacted over 30 000 students all around the world in just 2 and a half years' said Govinda.  About the EIT Govinda is still thankful for the entrepreneurial edge gained in the EIT InnoEnergy MSc programme. As he stated, 'I’m really happy to see so many EIT InnoEnergy grads making their own start-ups now. It’s not that it’s a ""trendy thing"". It’s a necessary thing if we’re going to change the world in a positive way. Linked in Find us on Facebook Follow us on Twitter Subscribe to our YouTube Channel Follow us on Google+ Follow the EIT on Instagram  "
12843,EIT_NEWS_0812,2018-12-10,"EIT Health: EIT RIS Hubs in Croatia, Czech Republic and Latvia join network"," They will assist in implementing the EIT Health Regional Innovation Scheme Three new EIT RIS hubs – in Croatia, Czech Republic and Latvia – joined the EIT Health network as of 1 December 2018 to work on strengthening local innovation ecosystems. The Supervisory Board of EIT Health InnoStars has approved the selection of the following new EIT Regional Innovation Scheme (RIS) hubs, which will join the EIT Health network: University of Zagreb, Croatia DEX Innovation Centre, Czech Republic Rīga Stradiņš University, Latvia The new hubs will work alongside the existing network of ten regional hubs in implementing the EIT RIS programme. EIT RIS helps to increase innovation capacity in areas of Europe not directly benefitting from the activities of EIT Health. The EIT Health hubs will be asked to: take part in the implementation of the EIT RIS programme in December 2018 and in 2019; develop the local innovation ecosystem with the help of EIT Health; help EIT Health find the best talents, entrepreneurs and start-ups from their region/country. The three hubs were chosen from a call EIT Health published in October seeking organisations from Croatia, Czech Republic and Latvia to cooperate with EIT Health in the RIS starting 1 December 2018. EIT Regional Innovation Scheme EIT RIS is the EIT Community’s outreach scheme. The scheme enables the transfer of good practices and know-how from the EIT’s unique approach to boosting innovation. The EIT RIS was introduced in 2014 to share good practices and experience emerging from EIT Community activities and to widen participation in our activities across Europe.   Linked in Find us on Facebook Follow us on Twitter Subscribe to our YouTube Channel Follow us on Google+ Follow the EIT on Instagram   "
13800,EIT_NEWS_1769,2013-01-27,EIT ICT Labs - HitSeed rebooting HW ecosystem in Europe," HitSeed's launch event held on 23 January at the Open Innovation House in Otaniemi, Finland, gathered together some 60 investors, hardware start-ups and other relevant stakeholders to accelerate the growth of selected HW start-ups. HitSeed is a Finnish start-up accelerator supported by EIT ICT Labs. They coach, incubate and accelerate the best smart devices and hardware start-ups. HitSeed's CEO Sami Jokela talked about the Internet revolution continuing towards gadgets and how HitSeed operates. Sami also works for the Business Development Team of EIT ICT Labs. Pirkka Palomäki, CSO of F-Secure, explained the current trends in the HW business in the Silicon Valley and the USA. One of Pirkka's messages was that hardware + cloud is a killer combo! At the event four start-ups presented their hardware focused business case: Varaani is changing the way we store, protect and access our digital information. Casambi develops elegant and flexible smartphone based solutions for home and office automation, especially for lighting experiences. TwineLab's family phone is making ife-like video calling available for anyone. Koru is a maker of fine softwares and user interfaces for social jewellery. Koru is selected to be part of the EIT ICT Labs business development programme. HW business is growing fast and there is a high demand for focused world-class accelerators like HitSeed. Year 2013 is truly the year for Internet of Things. Sami Jokela, HitSeed's CEO More information on HitSeed HitSeed coaches the most promising hardware start-up entrepreneurs in development, design, productisation, and marketing of initial products with tools like technology building blocks, outsourced manufacturing, and community-based marketing validating market pull and help in initial financing via communities turning the initial concept into a profitable business, IPR and later to an successful exit "
13341,EIT_NEWS_1310,2017-02-22,Irene's story: EIT Digital Master School," Meet former EIT Digital Master School program student, Irene Kolomvrezou. Have you ever thought of yourself as a student traveller? Well, certainly, Irene did, even before she discovered the EIT Digital Master School Programme back in 2013. This young Greek student in Mathematics and IT was looking for an international qualification, when finishing her Bachelor's programme from the University of Athens, and she came across the EIT Digital Master School programme. ""I started mathematics and wanted to continue in new technology studies so [tweetable]EIT Digital was a perfect match to broaden my horizons[/tweetable]. The EIT Digital Master School had the full package and at the time, it was a new programme."" Irene started the Master programme in Human Computer Interaction and Design at the KTH Royal Institute of Technology in Stockholm. She enjoyed experiencing new ways of teaching and learning in Sweden as well as discovering the city and making new friends from all over Europe. In combination with her second year at Aalto University in Finland, KTH gave her solid basis in business development on top of her computer and maths researches. ""I enjoyed networking with EIT Digital people to gather all diverse experiences from universities, with a common background in our studies but different point of views. By starting studying in two different countries, I managed to get new perspectives. This has been a great personal experience, I learned a lot about myself."" Little did Irene know that she would end up joining a booming startup after her studies: ""Before joining the EIT Digital Master School Programme, the world of startups was far away from me. The reason I wanted to learn more about business is because I felt I was missing a lot of key knowledge."" During the Summer School, which is mandatory between the first and second year of the EIT Digital Master School, Irene created a network that helped her find a master thesis, continuing her researches in Digital Wellbeing. The EIT Digital Co-location Centre in Eindhoven had a High Impact Initiative at the time called 'Fit to Perform' and needed new people to join. Irene was employed by Philips, partner of EIT Digital and came to Eindhoven to work on developing a wearable device that measures truck drivers' vigilance by processing their physiological data. The startup is about to launch its services this year in July. Irene's advice to students: ""Move around. Broaden your horizons."" ""Too often, students in Greece have doubts about going abroad. It is good to discover Europe's different cultures and I encourage people to do so: go abroad for a short period, learn new languages, make new friends, it doesn't mean you won't be back. The EIT Digital Master School programmes opens a lot of doors, many opportunities, networking and getting to know what is out there. I was missing this in Greece. I was missing the big picture. EIT Digital encourages collaboration and team spirit both at University and at Node level."" If you are looking to know more about EIT Digital Master School,  you can meet EIT Digital during their European Master School roadshow: MASTER SCHOOL ROADSHOW The Master School is a two-year master's programme with eight technical Majors and a Minor in Innovation & Entrepreneurship. 18 European top universities, renowned researchers and leading businesses are in partnership with EIT Digital to provide cutting-edge ICT excellence in combination with innovation and entrepreneurship training, leading to a double degree and an EIT-labelled Certificate. ABOUT FIT TO PERFORM Catch up with the latest news from the EIT Community in the Newsroom. Subscribe to the EIT Newsletter to get the best of the EIT Community's news in your inbox once each month. Engage with the EIT Find us on Facebook Follow us on Twitter Subscribe to our YouTube Channel Follow us on Google+ Linked in  "
13273,EIT_NEWS_1242,2017-05-19,EIT Digital PhD graduate has 'sixth sense' for innovation," Birds, turtles and other animals like fish have a sense that human beings lack: a sense of orientation. Now, Dr Julia Wache, a 2017 graduate of the EIT Digital Doctoral School, has co-founded feelSpace, a company that produces a vibrotactile compass belt that functions as a sixth sense. It helps visually impaired people to orientate themselves and find their way. Thanks to a recent cash injection, the company has increased production and has also come up with a game. Wache and her co-founders are getting ready to take their sixth sense across Europe. Giving people an extra orientation sense like the one animals have, sounds like a synopsis for a movie or a philosophical question. But ten years ago, researchers at Osnabruck University started to research this question. They found that in addition to the known human senses: sight, hearing, touch, smell, and taste, with a bit of help, human beings could also learn to use a sense of orientation. Sixth sense belt For research purposes, they developed a tactile compass belt. The waist is, says Wache, is the most convenient and reliable place to wear such a device. 'The neck would be uncomfortable and arms or legs move too much.' The belt has integrated vibration elements, equally spaced around the waist. The northernmost element is active constantly. If the user turns, the signal moves around the waist. The belt bearers are therefore always aware of where north is and their position in relation to it. Research, including behavioural and physiological tests with participants, revealed that the belt was especially helpful to blind subjects who can navigate more intuitively with the belt. 'People who tried the belt really liked it', says Wache. 'Even those who were not visually impaired. Some of them said 'this is so awesome, where can I buy it?' At that time, the belt was not meant to be a commercial product. The first version even looked scary, you wouldn't want to enter an airport with it.' EIT Digital Doctoral School So how did Wache, who always thought she would become a scientist, come to be involved in a new startup? First, she knew the researchers, in fact one of them was her twin sister, and her sister's research intrigued her. She visited her in Trento University where her sister worked on an exchange programme. Here, Wache heard about the EIT Digital Doctoral School. Somehow, the school awakened a latent ambition in her. 'I have always had the feeling that I wanted to implement something myself and improve people's lives with it.'  She applied and got admitted to the ICT Doctoral Programme at the University of Trento, a partner of the EIT Digital Doctoral School. Founding feelSpace At the EIT Digital Doctoral School, Wache learned to think like an entrepreneur and to act like one; it turned into a state of being. Her studies in innovation and entrepreneurship at the EIT Digital Doctoral School alongside her interest in her sister's research, led her to ask the questions: Why not turn this significant research into a business? One that can provide blind or visually impaired people with a sixth sense that makes their lives easier? Why not produce and sell the belts? Why not found a startup? And so, she did. In 2014, Wache designed a business model for her Business Development Experience. The model centred around a startup selling tactile navigation belts that will help blind people navigate and orientate better. The idea was approved by EIT Digital and supported by information from the researchers at University of Osnabrück. She - and her fellow students , came top of the class which allowed them to attend the VT KnowledgeWorks Global Student Entrepreneurship Challenge in Virginia in the US, where they won a $25,000 prize. Wache's business model and the acknowledgement of winning the contest validated her concept and finally led to the founding of the feelSpace company in November 2015. Investor feelSpace, based in Osnabrück, benefited from German financial aid designed to support spinoffs of universities. The aid covered the salaries of three people for one year. Following this, Wache helped to design and drive a crowdfunding campaign at Indiegogo which raised over $13,000. Additionally, to secure long-term company development, the founders set about trying to find an investor. Here, she really could practice what she was taught in the ""Growth and Harvest"" course at the EIT Digital Doctoral School. 'When we were looking for and talking with investors, I could separate the good offers from the bad. I could sense we could aim for higher figures.' In February 2017, the founders succeeded in securing a €600,000 investment from Johannes Busmann of Prowind GmbH. Producing the sixth sense belt With this funding, Wache and her co-founders were able to speed up development and started producing the belt in bigger volumes to enter the market. The initial market penetration focused on institutions for visually impaired people. Wache says with pride that they already have their first paying and happy customers. 'This means there is a need for our product among visually impaired people.' One blind user has said to Wache that she can now go horse-riding and be conscious of where she is, even though she cannot see. And she knows she can find her way back. 'The tactile belt gives people freedom, independence and more self-confidence. They can go out, feel free and decide for themselves when and where to go and can be certain to find their way back home on their own.' Using the corresponding smartphone app - connected via Bluetooth - you can enter details of any address you want to get to. Of course, visually impaired people can rely on traditional navigation apps as well, but this usually means listening to a voice on their device. That forces them to focus their hearing on the navigation aids - a sense they'd rather use to focus on traffic and other noises in their surroundings. With the feelSpace navigation belt they are more or less equipped with an extra sense; they can navigate without overloading their other senses. The belt makes life much easier for those who cannot see well or cannot see at all.' Target Audience Although the primary target audience is visually impaired people, customers with other impairments, like deaf people, or with no impairments at all, can also benefit from this extra sense. Wache says: 'Sighted people like to use it to further their ability to orientate and navigate more easily and to fully use their other senses so they have a fuller experience of their surroundings. That makes me proud. The sixth sense is complementary to their other working senses.' That is why feelSpace also promotes the belt as an orientation and navigation device to sighted people. 'Hikers, bikers or tourists do not want to constantly stare at their smartphones for navigation help while exploring, or be frustrated by excessive sunlight or rain, rendering smartphone displays difficult to read.' For sale Using a sixth sense is no longer a fantasy; it is for sale at feelSpace. The belt is a reality and the opportunity to live with a sixth sense has been made possible by Wache and her colleagues. As far as they know, theirs is the first company to come to the market with an extra sense that is comfortable to wear. Accordingly, Wache has high hopes for the commercial success of the tactile compass belt. 'We are en route to making some money.' Future feelSpace has big plans for the coming year as it continues its development. An important milestone will be launching the iPhone version of the app that accompanies the belt. So far, there has only been an Android app. Also, improvements are in development to further the social inclusion of blind and visually impaired people, particularly into working life, like a voice input for the navigation app. The company's first target market is Germany. 'In Germany, we are well connected with the market for visually impaired tools, many institutions for blind people know us already.' The European market is the next step, to be tackled in 2018. Game In May, feelSpace introduced a new product, called 'feelSpace - The Game'. Here, the tactile belts can be used for teambuilding, and social events in schools or at business events. 'This game is about learning to trust one another,' explains Wache. One person who controls the app, navigates their blindfolded, belt wearing partner through a labyrinth. The belt wearer feels vibrations either on the left, back, middle or right side of his or her waist to lead the direction. The Game will be officially launched in the coming weeks and it targets a new sector for feelSpace, says Wache, who is now a fully European entrepreneur - heart and soul. Catch up with the latest news from the EIT Community in the Newsroom. Subscribe to the EIT Newsletter to get the best of the EIT Community's news in your inbox once each month. Do you use social media? Follow us and get updates in your news feed.   Linked in Find us on Facebook Follow us on Twitter Subscribe to our YouTube Channel Follow us on Google+ Follow the EIT on Instagram    "
